GlobalID,Detection Date,Submission Date,Latitude,Longitude,Notes,Lab Status,note,note_length,kw_large,kw_yellow,kw_queen,month,delay_days,y,prob_img,has_image,num_images,risk_prior,risk_prior_log,prob_positive,mistake_prob
{0AF6F3AA-8565-4B8F-8BF5-8D43D9677FE2},2019-07-17,2020-03-19,47.487496,-118.958142, ,Unverified, ,1,0,0,0,7,246,0,0.0031574199368516014,0,0,4.801148350013339e-08,4.8011482347582154e-08,5.733128614073577e-12,0.9999999999942669
{630D20B9-8DD9-41E0-84FE-7C4F87C412E6},2020-03-16,2020-03-19,48.419995,-122.33213,An enormous bee-like insect buzzed around the window sill in my south-facing upstairs bedroom window. It was much longer than any bee or hornet/wasp I have ever seen. The sheer length of it was unlike anything I've seen before. It appeared fuzzy like a b,Unverified,an enormous bee-like insect buzzed around the window sill in my south-facing upstairs bedroom window. it was much longer than any bee or hornet/wasp i have ever seen. the sheer length of it was unlike anything i've seen before. it appeared fuzzy like a b,254,0,0,0,3,3,0,0.0031574199368516014,0,0,4.802210280237217,1.758238927758286,4.046141839131484e-05,0.9999595385816087
{D30895B7-3994-45A3-BD51-E5BA881833FD},2019-08-30,2020-03-19,47.635058,-122.057332,"Probably not an Asain Hornet but still a pretty mean looking one that I can't I.D. Second sighting that day, both found while cutting down dead Hemlock trees.",Negative ID,"probably not an asain hornet but still a pretty mean looking one that i can't i.d. second sighting that day, both found while cutting down dead hemlock trees.",158,0,0,0,8,202,0,0.0031574199368516014,0,0,0.1251902707916952,0.1179521509482043,3.3890710270101624e-08,0.9999999661092898
{72E591F1-F42C-4754-94FF-DBDF791BBF2E},2020-03-20,2020-03-21,48.93401,-122.48545,It wasn't huge but definitely  had a yellow head and yellow mid section,Unverified,it wasn't huge but definitely  had a yellow head and yellow mid section,71,0,1,0,3,1,0,0.0031574199368516014,0,0,10.489882974544788,2.4414669068257497,0.45055202076004797,0.549447979239952
{1304CF55-4FF9-490F-AF5A-5719CD110A9D},2020-03-23,2020-03-24,48.74361,-122.43905,"Was on the garden hose. It stung (maybe just a bite but there was only one puncture hole) the palm of my hand. Approximately 1.5 inches in length, dark dark brown with thin yellow markings.",Negative ID,"was on the garden hose. it stung (maybe just a bite but there was only one puncture hole) the palm of my hand. approximately 1.5 inches in length, dark dark brown with thin yellow markings.",189,0,1,0,3,1,0,0.0031574199368516014,0,0,9.155840039397097,2.3180489133636377,0.005590761625100271,0.9944092383748997
{4F753C6C-B49B-4C2D-AD30-8CDAF540DE9F},2020-03-27,2020-03-28,47.936452,-122.137477,Digging garden area and uncovered a bee,Unverified,digging garden area and uncovered a bee,39,0,0,0,3,1,0,0.0031574199368516014,0,0,0.6587407887126577,0.5060587534989942,1.0457907535384704e-05,0.9999895420924646
{9610DC8B-98D0-4C39-8235-55CE16B16F57},2016-06-20,2020-03-29,47.887101,-121.972109,"The large size caught my attention.  I took a number of photos at the time, but haven't located them other than one I sent to another person.  It is still on a text message on a phone I do not use anymore.  Just looked it up and it appears to be what you",Unverified,"the large size caught my attention.  i took a number of photos at the time, but haven't located them other than one i sent to another person.  it is still on a text message on a phone i do not use anymore.  just looked it up and it appears to be what you",254,1,0,0,6,1378,0,0.0031574199368516014,0,0,0.48341819482332904,0.39434901586686544,7.279768688563733e-10,0.9999999992720231
{2BDDD0B5-3687-494E-BBAD-8FE8DC6F6542},2019-08-02,2020-03-31,46.815183,-122.987709,These wasps visited my garden daily throughout the summer. They hunted particularly on my flowering Oregano plant.  They typically were there from mid morning to early evening. I’ve seem at least 2-3 there at the same time.,Unverified,these wasps visited my garden daily throughout the summer. they hunted particularly on my flowering oregano plant.  they typically were there from mid morning to early evening. i’ve seem at least 2-3 there at the same time.,223,0,0,0,8,242,0,0.0031574199368516014,0,0,0.00014814737826242171,0.00014813640552328703,1.301992872074457e-09,0.9999999986980072
{5AD8CAF4-AB96-4BFA-8A08-6010C96937F1},2020-03-31,2020-03-31,46.609918,-120.563107,"Not sure if this is the target pest, but I figured we would send the picture in for examination. The head came off when we removed the pest from the cowling on an engine.",Negative ID,"not sure if this is the target pest, but i figured we would send the picture in for examination. the head came off when we removed the pest from the cowling on an engine.",170,0,0,0,3,0,0,0.0031574199368516014,0,0,2.6771821846677065e-07,2.677181826302548e-07,8.680163363714486e-14,0.9999999999999132
{8DFDA283-3AFD-4E9F-9878-7A0F22E1B917},2019-07-23,2020-04-01,48.006763,-122.462053,not sure if this is one. but in case it is. Saw it at Bayview farm and garden nursery on Whidbey Island,Negative ID,not sure if this is one. but in case it is. saw it at bayview farm and garden nursery on whidbey island,103,0,0,0,7,253,0,0.0031574199368516014,0,0,1.31402542041447,0.8389886141970869,4.658238910107588e-05,0.999953417610899
{EAC16248-52B7-4B86-8BA3-0913E2EE3A3A},2018-07-01,2020-04-03,47.665711,-122.326871,"We've been noticing big, red hornet/wasps that live under the stone path in our backyard last summer. We didn't have an ID on them until now. No current photo unfortunately.",Unverified,"we've been noticing big, red hornet/wasps that live under the stone path in our backyard last summer. we didn't have an id on them until now. no current photo unfortunately.",173,0,0,0,7,642,0,0.0031574199368516014,0,0,0.19216758111500462,0.1757731469452942,4.662607956269428e-08,0.9999999533739204
{825396BC-07DE-45EA-8EC4-1311B30C10B8},2016-08-25,2020-04-04,48.857859,-121.844931,"We were at Skyline divide in 2016, I got the time and date from pictures taken during the hike. I didn’t put 2 and 2 together until today, up until then I thought I just got chased by the biggest, meanest hornets in the world that day, but hey, it’s",Unverified,"we were at skyline divide in 2016, i got the time and date from pictures taken during the hike. i didn’t put 2 and 2 together until today, up until then i thought i just got chased by the biggest, meanest hornets in the world that day, but hey, it’s",249,0,0,0,8,1318,0,0.0031574199368516014,0,0,6.4387834866664875,2.0067073256191517,0.00015538521939241633,0.9998446147806076
{47D28B3C-3C0D-435E-99F1-2CFE2A0F82A0},2019-09-14,2020-04-04,48.64683,-122.369771,"Observed flying around my porch. Hovered in place like a humming bird while facing me. I tried, but was unable to snap a photo.",Unverified,"observed flying around my porch. hovered in place like a humming bird while facing me. i tried, but was unable to snap a photo.",127,0,0,0,9,203,0,0.0031574199368516014,0,0,9.231213963358767,2.325443239918156,0.10279443574372998,0.89720556425627
{A0161ABC-0636-445B-A877-BBB2CA55EC8F},2020-04-05,2020-04-05,46.240112,-122.915848,"I am fairly confident this is what chased me around my pasture yesterday.  It is as huge, fast, and incessant.  I even smacked it hard with my cell phone, which stunned it, then it came back at me.  I was out checking my raspberry rows.  It didn’t stop",Unverified,"i am fairly confident this is what chased me around my pasture yesterday.  it is as huge, fast, and incessant.  i even smacked it hard with my cell phone, which stunned it, then it came back at me.  i was out checking my raspberry rows.  it didn’t stop",252,0,0,0,4,0,0,0.0031574199368516014,0,0,1.719853064656612e-07,1.7198529167619007e-07,9.88100324602979e-12,0.999999999990119
{AA08DB6A-08EF-4922-8D7E-AAFF5A9B8599},2020-04-06,2020-04-06,47.526522,-122.324858, ,Unverified, ,1,0,0,0,4,0,0,0.0031574199368516014,0,0,0.06717060792950007,0.06501085450450782,1.9390249637739607e-06,0.9999980609750362
{22E3A08D-494C-4539-8894-FDC32F2C9855},2020-04-06,2020-04-06,47.526507,-122.324826,"Unknown if this is our invasive species, but its a growing colony right above the sidewalk on the concrete support wall for the Highway 99 overpass over Cloverdale, on the northwest corner.  Definitely a hazard to pedestrians regardless of species.  Didn",Unverified,"unknown if this is our invasive species, but its a growing colony right above the sidewalk on the concrete support wall for the highway 99 overpass over cloverdale, on the northwest corner.  definitely a hazard to pedestrians regardless of species.  didn",254,0,0,0,4,0,0,0.0031574199368516014,0,0,0.0671625276733875,0.06500328281293087,1.4430080771015675e-09,0.999999998556992
{CBF357AE-C33D-48C4-A4E0-DFC79F7C11DC},2020-03-24,2020-04-06,48.077702,-123.170761,It stung me through a paper towel,Unverified,it stung me through a paper towel,33,0,0,0,3,13,0,0.0031574199368516014,0,0,1.1270122630868626,0.7547183016395913,0.0029601990198425874,0.9970398009801574
{8BE98561-0104-44B6-98D2-1CB625378F9B},2020-04-06,2020-04-06,47.156028,-123.013366,We live on the coast and are familiar with the bees and wasps in our area. We are outside most of the day until night. We kept remarking about a strange huge bee buzzing around that was orange and we’ve never seen before. I have no picture but will try,Negative ID,we live on the coast and are familiar with the bees and wasps in our area. we are outside most of the day until night. we kept remarking about a strange huge bee buzzing around that was orange and we’ve never seen before. i have no picture but will try,252,0,0,0,4,0,0,0.0031574199368516014,0,0,0.003245562229526417,0.0032403067606641685,2.2010442167464524e-09,0.9999999977989558
{C77D080B-8315-45F8-A0F1-33DEDC5D58C5},2020-04-06,2020-04-07,47.370776,-120.138766,Not sure but this this was huge and never seen it before around my pond,Unverified,not sure but this this was huge and never seen it before around my pond,71,0,0,0,4,1,0,0.0031574199368516014,0,0,4.178730022272754e-05,4.178642715781952e-05,2.3595652500831273e-11,0.9999999999764043
{BE0AD7A4-F4FD-40F7-979C-AE5F4470B1E4},2020-04-07,2020-04-07,47.62986,-120.68945,"I live in Newcastle, WA and found a dead one on my front porch. I will leave it there if you want to confirm",Negative ID,"i live in newcastle, wa and found a dead one on my front porch. i will leave it there if you want to confirm",108,0,0,0,4,0,0,0.0031574199368516014,0,0,0.00316768217394017,0.003162675638717987,2.7603195852797836e-10,0.999999999723968
{EF1D664F-F908-4086-95C2-6C3B1A93FCB2},2019-06-16,2020-04-07,47.766765,-122.552735,"Saw this big bee on my back deck, tried to look it up but I couldn't find a match.  Very large and in my entire life I have not seen one like this in Washington state. Thank you.",Negative ID,"saw this big bee on my back deck, tried to look it up but i couldn't find a match.  very large and in my entire life i have not seen one like this in washington state. thank you.",178,1,0,0,6,296,0,0.0031574199368516014,0,0,0.3828347256998201,0.32413554134751427,6.470424029300842e-08,0.9999999352957597
{B96D7B7E-8C04-4C89-88EE-656E8CF0FF6E},2020-04-07,2020-04-07,47.179097,-122.235314,"My husband and I were walking in the Orting Trail between Sumner, Puyallup and Orting when an insect buzzed past my head. It was larger than bees or flies I had seen before. I joked that “whatever it was it just darkened the sky for a bit”. I was jok",Unverified,"my husband and i were walking in the orting trail between sumner, puyallup and orting when an insect buzzed past my head. it was larger than bees or flies i had seen before. i joked that “whatever it was it just darkened the sky for a bit”. i was jok",250,1,0,0,4,0,0,0.0031574199368516014,0,0,0.0043942265988268486,0.00438460017528106,3.0304566161349696e-11,0.9999999999696955
{6FA5F703-E43F-4E6A-BA03-055385387E7E},2018-07-20,2020-04-07,47.701216,-120.195674,Orondo State Park - near the apple orchards.,Unverified,orondo state park - near the apple orchards.,44,0,0,0,7,627,0,0.0031574199368516014,0,0,0.0005526922436463622,0.0005525395655416814,4.0795572973529006e-10,0.9999999995920442
{6B29A36C-EE9D-4188-849D-79E6A5A3D161},2020-04-05,2020-04-07,47.296898,-119.500329,I had arrived at the Ephrata gun ranger's 25 yd handgun bay. While I was offloading my gear and equipment I noticed a large orange headed beeline wasp flying around my vehicle. It lingered around my vehicle and myself. Realizing it could be the Asian hor,Unverified,i had arrived at the ephrata gun ranger's 25 yd handgun bay. while i was offloading my gear and equipment i noticed a large orange headed beeline wasp flying around my vehicle. it lingered around my vehicle and myself. realizing it could be the asian hor,254,1,0,0,4,2,0,0.0031574199368516014,0,0,5.498452655530768e-07,5.498451143882242e-07,1.6599016880478585e-15,0.9999999999999983
{46C10079-3B5B-49DE-B8F7-F1FBCB4BABD1},2019-07-28,2020-04-07,45.710268,-120.696372,It was a very large orange hornet about 2 inches. We were sitting down grilling under a tree near John Day dam when a large orange hornet fell onto the ground trying to fly bit it couldn't. I killed it in fear for my young children running around. It was,Unverified,it was a very large orange hornet about 2 inches. we were sitting down grilling under a tree near john day dam when a large orange hornet fell onto the ground trying to fly bit it couldn't. i killed it in fear for my young children running around. it was,254,1,0,0,7,254,0,0.0031574199368516014,0,0,3.2249664472995333e-12,3.224966447294333e-12,3.75880757820668e-17,1.0
{266F962C-6461-4A6D-8660-6AE608F41AB1},2019-12-22,2020-04-07,47.77475,-122.213725,"2 of these things were landing in front of my house, and went into burrows into loose dirt in front of the house.  They were about 1.5 to 2” long with orange/yellow heads.  I squashed them both, and flattened out the mount of dirt next to burrow.  I ju",Unverified,"2 of these things were landing in front of my house, and went into burrows into loose dirt in front of the house.  they were about 1.5 to 2” long with orange/yellow heads.  i squashed them both, and flattened out the mount of dirt next to burrow.  i ju",252,0,1,0,12,107,0,0.0031574199368516014,0,0,0.3235839032951455,0.2803431356851948,1.5701491431766502e-08,0.9999999842985086
{4AA114DD-D296-47C6-A3BB-6E8E5A257DC3},2020-04-07,2020-04-07,47.32299,-122.310432,"Last summer, my grandson & friend said they saw a bee that was a good 2 inches long, in our back yard. We teased them bigtime, but now I'm thinking maybe he did. Yesterday there was a big fat bee out back, but it was about one inch",Unverified,"last summer, my grandson & friend said they saw a bee that was a good 2 inches long, in our back yard. we teased them bigtime, but now i'm thinking maybe he did. yesterday there was a big fat bee out back, but it was about one inch",231,0,0,0,4,0,0,0.0031574199368516014,0,0,0.014913195344000546,0.014803087007979667,7.307334775599298e-10,0.9999999992692665
{38994878-498E-4CDE-B4CE-2B0D581A19C5},2020-04-07,2020-04-07,47.637224,-122.700911,"4/07/20. We prefer not to risk going close to eat, but my husband thought it was a mouse and put a trap at first, until he saw it was a big giant bee today and left immediately. We were advised to call you.",Unverified,"4/07/20. we prefer not to risk going close to eat, but my husband thought it was a mouse and put a trap at first, until he saw it was a big giant bee today and left immediately. we were advised to call you.",206,0,0,0,4,0,0,0.0031574199368516014,0,0,0.1475422687930897,0.1376224978236845,5.450633206464779e-08,0.9999999454936679
{5F24255E-DACB-4FA1-A445-E084F631A843},2019-09-18,2020-04-07,46.900618,-122.274347,I am not sure if this is this particular hornet but it is the biggest thing we have ever seen.   It was at our cabin in Eatonville last September.   I kept a picture because I wanted to try and find out what it was and have been unsuccessful.  It was abo,Unverified,i am not sure if this is this particular hornet but it is the biggest thing we have ever seen.   it was at our cabin in eatonville last september.   i kept a picture because i wanted to try and find out what it was and have been unsuccessful.  it was abo,254,0,0,0,9,202,0,0.0031574199368516014,0,0,0.0003889630374809034,0.00038888741096861665,7.491149222379214e-11,0.9999999999250885
{DA399673-4CAD-40B7-97F8-52304BFF3845},2019-09-07,2020-04-07,47.64322,-122.31986,"I don’t remember exact date but I definitely saw this hornet around late summer/early autumn. I didn’t get a photo of it unfortunately, but I am absolutely certain this is what I saw. I didn’t kill it because I unfortunately didn’t know at the ti",Unverified,"i don’t remember exact date but i definitely saw this hornet around late summer/early autumn. i didn’t get a photo of it unfortunately, but i am absolutely certain this is what i saw. i didn’t kill it because i unfortunately didn’t know at the ti",246,0,0,0,9,213,0,0.0031574199368516014,0,0,0.1660361222838803,0.15361006710871558,1.0738636309721709e-08,0.9999999892613637
{9E46DAE2-B75E-4708-94F8-54FFB3D867C3},2018-06-22,2020-04-07,47.318978,-119.557481,I've seen two in Ephrata between 2017-2018,Unverified,i've seen two in ephrata between 2017-2018,42,0,0,0,6,655,0,0.0031574199368516014,0,0,9.875753790964324e-07,9.87574891444189e-07,3.735514205839544e-12,0.9999999999962644
{BEE96943-A647-46B0-85FA-6B02B961D195},2020-04-07,2020-04-07,47.708791,-117.472206,"was in my house in Spokane, WA",Negative ID,"was in my house in spokane, wa",30,0,0,0,4,0,0,0.0031574199368516014,0,0,1.8340791804531652e-13,1.834079180452997e-13,2.0528066319473164e-14,0.9999999999999795
{19E73846-F24B-4F31-9DD7-0FC59329434E},2019-09-01,2020-04-07,47.222441,-122.397369,It was a big long  wasp with golden yellow stripes. They would stick a barb from inside there abdomen into this one tree and get stuck and die. I saw about 4 get stuck in the same tree.,Unverified,it was a big long  wasp with golden yellow stripes. they would stick a barb from inside there abdomen into this one tree and get stuck and die. i saw about 4 get stuck in the same tree.,185,0,1,0,9,219,0,0.0031574199368516014,0,0,0.007779803756195514,0.007749697131226245,1.986733395344749e-09,0.9999999980132666
{C5B128DB-5AFA-4BEE-932C-C0CE907803E7},2019-07-26,2020-04-07,47.541072,-120.282015,We were able to kill one of them and later saw at least 2 more that same day.,Unverified,we were able to kill one of them and later saw at least 2 more that same day.,77,0,0,0,7,256,0,0.0031574199368516014,0,0,0.00030776798044783736,0.00030772062959807733,1.3003760422789122e-10,0.9999999998699624
{AED5EB6F-DB33-4970-AEA0-100840AB6460},2020-04-07,2020-04-07,48.006687,-121.982158,"I was in my back yard in Snohomish. A very large insect flew past me, at a distance of about 7 feet. Since it was in the air and moving rapidly I was unable to take a photo. It may not have been one of these wasps, but the size startled me.",Unverified,"i was in my back yard in snohomish. a very large insect flew past me, at a distance of about 7 feet. since it was in the air and moving rapidly i was unable to take a photo. it may not have been one of these wasps, but the size startled me.",240,1,0,0,4,0,0,0.0031574199368516014,0,0,0.7656886748703906,0.5685407983457982,9.16968774557121e-09,0.9999999908303122
{934B1425-2699-4768-8373-EF66CDBAC631},2015-05-03,2020-04-07,46.730802,-117.163984,"Interesting that this comes up now.  About 5 years ago, I was talking to someone on the West side of Holland Library in Pullman.  I believe I saw one of these wasps getting nectar out of vine maple blossoms.  It was VERY large and was bright orange with",Unverified,"interesting that this comes up now.  about 5 years ago, i was talking to someone on the west side of holland library in pullman.  i believe i saw one of these wasps getting nectar out of vine maple blossoms.  it was very large and was bright orange with",253,1,0,0,5,1801,0,0.0031574199368516014,0,0,1.4528248499432343e-18,1.4528248499432343e-18,2.5534006806139193e-21,1.0
{04A51FB3-705E-46B4-B80F-B3A29135B518},2020-04-08,2020-04-08,47.941026,-122.235926,"100% caught one in my house last week, Everett, WA. I was shocked at the size, bigest wasp I had ever seen. Threw it outside alive.",Unverified,"100% caught one in my house last week, everett, wa. i was shocked at the size, bigest wasp i had ever seen. threw it outside alive.",131,0,0,0,4,0,0,0.0031574199368516014,0,0,0.7275671226572697,0.5467141312780761,1.6039606359546297e-06,0.999998396039364
{044EEB7B-71E6-42B4-91BB-32CEC22E9F5B},2019-07-28,2020-04-08,47.73284,-122.17959,"The following is a copy of an email that I sent to Dr. Chris Looney (CLooney@agr.wa.gov) on December 21 at 1:45 PM    Hello Dr. Looney,  I saw the article on KOMO about the Asian giant hornet that was found in Blaine. This reminded me of a similar sighti",Unverified,"the following is a copy of an email that i sent to dr. chris looney (clooney@agr.wa.gov) on december 21 at 1:45 pm    hello dr. looney,  i saw the article on komo about the asian giant hornet that was found in blaine. this reminded me of a similar sighti",254,0,0,0,7,255,0,0.0031574199368516014,0,0,0.2592388128982753,0.23050742166393828,6.6322087392722175e-09,0.9999999933677912
{3A1CBF2E-E6F0-4728-A6B6-F57F29BF5B40},2019-07-13,2020-04-08,47.221882,-119.99443,"We weren’t sure what these were, but they are huge and we had never seen anything like them. We saw them in Crescent Bar by the swimming pools.",Negative ID,"we weren’t sure what these were, but they are huge and we had never seen anything like them. we saw them in crescent bar by the swimming pools.",143,0,0,0,7,270,0,0.0031574199368516014,0,0,6.276522467190246e-06,6.276502769905526e-06,1.146335563516605e-12,0.9999999999988537
{C9587D29-D898-4CE0-8508-E31EF42AD20C},2019-09-12,2020-04-08,47.328,-122.58004,"Hello! This 'wasp' type insect bit my husband and I last Sept.  I grew up in the PNW, am a longtime gardener and have never seen anything like this.  I don't know if this is the hornet that you are referring to but it looks very familiar.  It was huge an",Negative ID,"hello! this 'wasp' type insect bit my husband and i last sept.  i grew up in the pnw, am a longtime gardener and have never seen anything like this.  i don't know if this is the hornet that you are referring to but it looks very familiar.  it was huge an",254,0,0,0,9,209,0,0.0031574199368516014,0,0,0.019049480982125274,0.01887031143470569,2.6182822818055872e-09,0.9999999973817177
{47BBB2BB-2996-4BF5-8329-73F28A7E5778},2019-04-20,2020-04-08,47.8062,-122.1048,We were at flower world shopping for fruit trees and there was a hornet about three inches large up in the rafters of the far east building next to the fruit trees.  I did not take a photo as I don't usually carry phone with me but there were others ther,Unverified,we were at flower world shopping for fruit trees and there was a hornet about three inches large up in the rafters of the far east building next to the fruit trees.  i did not take a photo as i don't usually carry phone with me but there were others ther,254,1,0,0,4,354,0,0.0031574199368516014,0,0,0.3672859298314259,0.31282770180341085,1.011666746729727e-09,0.9999999989883332
{931A8E3E-9FE2-4271-A386-867C76516779},2019-01-20,2020-04-08,46.491849,-117.085127,"This is the cicada killer, either Sphecius grandis or Sphecius convallis.",Negative ID,"this is the cicada killer, either sphecius grandis or sphecius convallis.",73,0,0,0,1,444,0,0.0031574199368516014,0,0,3.7291284710229e-20,3.7291284710229e-20,6.088219024317003e-19,1.0
{CE1A6C29-2394-48A7-A17F-0DFCF709954E},2020-04-08,2020-04-08,47.288518,-122.252099,I spotted two hornets on my patio umbrella. I was not able to get a picture of them,Unverified,i spotted two hornets on my patio umbrella. i was not able to get a picture of them,83,0,0,0,4,0,0,0.0031574199368516014,0,0,0.010951177219292674,0.010891647298858864,3.2382760800134284e-08,0.9999999676172392
{AA6AE74F-0C8D-473E-9060-30C2CE574D59},2020-04-08,2020-04-08,47.62986,-120.68945,Yes I saw a large bee looking bug flying around my Japanese maple yesterday Thought it was a large wasp,Unverified,yes i saw a large bee looking bug flying around my japanese maple yesterday thought it was a large wasp,103,1,0,0,4,0,0,0.0031574199368516014,0,0,0.0031665976763860055,0.0031615945650753183,6.861631107876564e-11,0.9999999999313837
{3AA62A75-F0A9-4DA2-B846-16A4325603D0},2020-04-07,2020-04-08,47.473632,-122.106425, ,Unverified, ,1,0,0,0,4,1,0,0.0031574199368516014,0,0,0.03922803913145679,0.03847816746855148,5.824131309751463e-07,0.999999417586869
{620598A3-EE9C-4E4C-BAEC-39327473CF01},2020-04-03,2020-04-08,47.440059,-122.220459,I didn’t capture a picture but it was absolutely massive. I’ve never seen a bee that large in WA and I’ve lived here for 29 years!,Unverified,i didn’t capture a picture but it was absolutely massive. i’ve never seen a bee that large in wa and i’ve lived here for 29 years!,130,1,0,0,4,5,0,0.0031574199368516014,0,0,0.03412558611059739,0.03355622529763459,4.001714765434846e-09,0.9999999959982853
{0752FE56-5D25-489F-AC37-86E6FB0196AA},2019-07-08,2020-04-08,47.530211,-119.492792,Was driving by soap lake and got hit in the head by one.,Unverified,was driving by soap lake and got hit in the head by one.,56,0,0,0,7,275,0,0.0031574199368516014,0,0,3.0110633025661788e-06,3.0110587693241723e-06,1.1096566080389557e-11,0.9999999999889034
{1A098A5A-81AA-4721-A8A2-2CC8FD080895},2020-04-07,2020-04-08,47.568036,-122.639598,Biggest hornet we have ever seen. Saw two of them,Unverified,biggest hornet we have ever seen. saw two of them,49,0,0,0,4,1,0,0.0031574199368516014,0,0,0.09490699006142392,0.09066941907763401,2.2142227949274174e-06,0.9999977857772051
{D50C4D53-441D-4FFD-93D8-DBB6ED4FADCF},2020-04-06,2020-04-08,48.548358,-122.31711,I saw this trying to start a nest on the eve of my garage door. I hit it 3 times with a broom until it finally left. I have not seen it since then. It was 1 1/2 to 2 inches in length.,Negative ID,i saw this trying to start a nest on the eve of my garage door. i hit it 3 times with a broom until it finally left. i have not seen it since then. it was 1 1/2 to 2 inches in length.,183,0,0,0,4,2,0,0.0031574199368516014,0,0,6.2999643351014925,1.9878694625398756,0.001528935438247252,0.9984710645617527
